"National_Park","Site_Name","Detection_Date","Observer_Initials","Common_Name","Ambient_Noise","Road_Noise","Hemlock_Condition_Score","Detection_Count"
"DEWA","Spackmans Creek 08",2022-06-28,"NMF","Red-bellied Woodpecker",40.75,TRUE,4,1
"DEWA","Spackmans Creek 08",2024-06-07,"NMF","Hairy Woodpecker",39.75,FALSE,3,1
"DEWA","Spackmans Creek 08",2024-06-07,"NMF","Hairy Woodpecker",40,FALSE,3,1
"DEWA","Spackmans Creek 08",2024-06-21,"SAS","Downy Woodpecker",36.5,TRUE,3,1
"DEWA","Spackmans Creek 08",2024-06-21,"SAS","Pileated Woodpecker",34.25,FALSE,3,1
"DEWA","Spackmans Creek 08",2024-06-21,"SAS","Pileated Woodpecker",37.5,TRUE,3,1
"DEWA","Spackmans Creek 08",2024-06-21,"SAS","Red-bellied Woodpecker",36.5,FALSE,3,1
"DEWA","Toms Creek 03",2015-06-25,"SAS","Pileated Woodpecker",52,FALSE,3,1
"DEWA","Toms Creek 03",2017-06-15,"MJT","Red-bellied Woodpecker",42.75,FALSE,4,1
"DEWA","Toms Creek 03",2023-06-29,"SAS","Downy Woodpecker",42.75,FALSE,3,1
"DEWA","Toms Creek 03",2025-06-12,"NMF","Downy Woodpecker",48.5,FALSE,3,1
"DEWA","Toms Creek 03",2025-06-12,"NMF","Red-bellied Woodpecker",48.5,FALSE,3,1
"DEWA","Toms Creek 03",2025-06-12,"NMF","Red-bellied Woodpecker",48.75,FALSE,3,2
"DEWA","Toms Creek 03",2025-06-25,"SAS","Downy Woodpecker",43.5,FALSE,3,1
"DEWA","Toms Creek 03",2025-06-25,"SAS","Downy Woodpecker",45.75,TRUE,3,1
"DEWA","Toms Creek 03",2025-06-25,"SAS","Downy Woodpecker",46.25,FALSE,3,1
"DEWA","Toms Creek 07",2016-06-15,"NMF","Downy Woodpecker",50.5,FALSE,3,1
"DEWA","Toms Creek 07",2018-06-19,"NMF","Pileated Woodpecker",42.5,FALSE,2,1
"DEWA","Toms Creek 07",2018-06-19,"NMF","Pileated Woodpecker",48,FALSE,3,1
"DEWA","Toms Creek 07",2018-07-01,"SAS","Pileated Woodpecker",44,FALSE,3,1
"DEWA","Toms Creek 07",2022-06-15,"NMF","Downy Woodpecker",44.5,TRUE,3,1
"DEWA","Toms Creek 07",2022-06-15,"NMF","Downy Woodpecker",44.75,FALSE,3,1
"DEWA","Toms Creek 07",2022-06-26,"SAS","Hairy Woodpecker",50.25,FALSE,3,1
"DEWA","Toms Creek 07",2024-06-12,"NMF","Downy Woodpecker",44.75,FALSE,3,1
"DEWA","Toms Creek 07",2024-06-26,"SAS","Pileated Woodpecker",42.5,FALSE,3,1
"DEWA","Toms Creek 20",2016-06-15,"SAS","Hairy Woodpecker",38.5,FALSE,3,1
"DEWA","Toms Creek 20",2016-06-15,"SAS","Hairy Woodpecker",39,FALSE,3,1
"DEWA","Toms Creek 20",2016-06-15,"SAS","Hairy Woodpecker",40,FALSE,2,1
"DEWA","Toms Creek 20",2016-06-15,"SAS","Red-bellied Woodpecker",39,FALSE,3,1
"DEWA","Toms Creek 20",2016-06-25,"NMF","Downy Woodpecker",38,FALSE,4,1
"DEWA","Toms Creek 20",2018-07-01,"SAS","Downy Woodpecker",42,FALSE,3,1
"DEWA","Toms Creek 20",2018-07-01,"SAS","Red-bellied Woodpecker",39.75,FALSE,3,1
"DEWA","Toms Creek 20",2022-06-15,"SAS","Pileated Woodpecker",52.25,FALSE,3,1
"DEWA","Toms Creek 20",2022-06-26,"NMF","Pileated Woodpecker",44.25,FALSE,3,3
"DEWA","Toms Creek 20",2022-06-26,"NMF","Pileated Woodpecker",44.5,FALSE,4,2
"DEWA","Toms Creek 20",2022-06-26,"NMF","Red-bellied Woodpecker",44.5,FALSE,4,1
"DEWA","Toms Creek 20",2024-06-12,"NMF","Hairy Woodpecker",46,FALSE,3,1
"DEWA","Toms Creek 20",2024-06-12,"NMF","Pileated Woodpecker",46,FALSE,3,1
"DEWA","Toms Creek 20",2024-06-26,"SAS","Hairy Woodpecker",41.75,FALSE,3,2
"DEWA","Toms Creek 25",2015-06-25,"NMF","Downy Woodpecker",47.75,FALSE,4,2
"DEWA","Toms Creek 25",2017-06-15,"KMS","Red-bellied Woodpecker",48,FALSE,2,1
"DEWA","Toms Creek 25",2017-06-27,"MJT","Downy Woodpecker",45.25,FALSE,3,1
"DEWA","Toms Creek 25",2017-06-27,"MJT","Downy Woodpecker",45.75,FALSE,3,1
"DEWA","Toms Creek 25",2019-06-05,"MJT","Hairy Woodpecker",48,FALSE,4,1
"DEWA","Toms Creek 25",2023-06-17,"SAS","Hairy Woodpecker",41,FALSE,3,2
"DEWA","Toms Creek 25",2023-06-17,"SAS","Hairy Woodpecker",41.75,FALSE,3,1
"DEWA","Toms Creek 25",2023-06-30,"MRM","Downy Woodpecker",41.5,FALSE,4,1
"DEWA","Toms Creek 25",2023-06-30,"MRM","Pileated Woodpecker",41.5,FALSE,4,2
"DEWA","Toms Creek 25",2023-06-30,"MRM","Red-bellied Woodpecker",37.5,FALSE,4,1
"DEWA","Toms Creek 25",2023-06-30,"MRM","Red-bellied Woodpecker",41.5,FALSE,4,1
"DEWA","Toms Creek 25",2025-06-12,"SAS","Downy Woodpecker",47,FALSE,4,1
"DEWA","Toms Creek 25",2025-06-12,"SAS","Downy Woodpecker",51,FALSE,3,1
"DEWA","Toms Creek 25",2025-06-12,"SAS","Hairy Woodpecker",50.25,FALSE,3,1
"DEWA","Toms Creek 25",2025-06-12,"SAS","Hairy Woodpecker",50.5,FALSE,3,1
"DEWA","Toms Creek 25",2025-06-12,"SAS","Red-bellied Woodpecker",47,FALSE,4,1
"DEWA","Toms Creek 25",2025-06-22,"NMF","Downy Woodpecker",46.5,FALSE,3,2
"DEWA","Toms Creek 25",2025-06-22,"NMF","Hairy Woodpecker",46.5,FALSE,3,1
"DEWA","Toms Creek 25",2025-06-22,"NMF","Hairy Woodpecker",48.75,FALSE,3,1
"DEWA","Toms Creek 25",2025-06-22,"NMF","Hairy Woodpecker",49,FALSE,3,1
"DEWA","Toms Creek 25",2025-06-22,"NMF","Pileated Woodpecker",48.75,FALSE,3,1
"DEWA","Toms Creek 25",2025-06-22,"NMF","Pileated Woodpecker",49,FALSE,3,1
"DEWA","Toms Creek 25",2025-06-22,"NMF","Pileated Woodpecker",50.5,FALSE,3,1
"DEWA","Toms Creek 25",2025-06-22,"NMF","Red-bellied Woodpecker",49.25,FALSE,3,1
"DEWA","UNT Dingmans Creek 07",2015-06-15,"NMF","Hairy Woodpecker",44,TRUE,4,2
"DEWA","UNT Dingmans Creek 07",2015-06-15,"NMF","Pileated Woodpecker",49.5,TRUE,3,1
"DEWA","UNT Dingmans Creek 07",2015-06-29,"SAS","Downy Woodpecker",47,TRUE,0,1
"DEWA","UNT Dingmans Creek 07",2017-06-18,"MJT","Red-bellied Woodpecker",39.75,FALSE,0,1
"DEWA","UNT Dingmans Creek 07",2017-06-29,"KMS","Downy Woodpecker",49.75,TRUE,1,2
"DEWA","UNT Dingmans Creek 07",2019-06-20,"BXW","Hairy Woodpecker",45,TRUE,0,1
"DEWA","UNT Dingmans Creek 07",2019-06-20,"BXW","Pileated Woodpecker",46.5,FALSE,3,1
"DEWA","UNT Dingmans Creek 07",2023-06-07,"SAS","Downy Woodpecker",39,TRUE,4,1
"DEWA","UNT Dingmans Creek 07",2023-06-07,"SAS","Downy Woodpecker",42,TRUE,2,1
"DEWA","UNT Dingmans Creek 07",2023-06-07,"SAS","Hairy Woodpecker",39,TRUE,4,1
"DEWA","UNT Dingmans Creek 07",2023-06-07,"SAS","Red-bellied Woodpecker",38,TRUE,4,1
"DEWA","UNT Dingmans Creek 07",2023-06-07,"SAS","Red-bellied Woodpecker",42,TRUE,2,1
"DEWA","UNT Dingmans Creek 07",2023-06-21,"NMF","Downy Woodpecker",34.5,TRUE,3,1
"DEWA","UNT Dingmans Creek 07",2023-06-21,"NMF","Downy Woodpecker",36,TRUE,3,2
"DEWA","UNT Dingmans Creek 07",2023-06-21,"NMF","Pileated Woodpecker",34.25,TRUE,2,1
"DEWA","UNT Dingmans Creek 07",2023-06-21,"NMF","Pileated Woodpecker",37.75,TRUE,0,1
"DEWA","UNT Dingmans Creek 07",2023-06-21,"NMF","Red-bellied Woodpecker",35.5,TRUE,0,1
"DEWA","UNT Dingmans Creek 07",2025-06-15,"SAS","Pileated Woodpecker",39.25,TRUE,1,1
"DEWA","UNT Dingmans Creek 07",2025-06-15,"SAS","Red-bellied Woodpecker",37.5,TRUE,1,1
"DEWA","UNT Dingmans Creek 07",2025-06-15,"SAS","Red-bellied Woodpecker",39.25,TRUE,3,1
"DEWA","UNT Dingmans Creek 07",2025-06-15,"SAS","Red-bellied Woodpecker",40,TRUE,0,2
"DEWA","UNT Dingmans Creek 07",2025-06-25,"NMF","Downy Woodpecker",48,TRUE,4,1
"DEWA","UNT Dingmans Creek 07",2025-06-25,"NMF","Hairy Woodpecker",47.75,TRUE,4,1
"DEWA","UNT Dingmans Creek 07",2025-06-25,"NMF","Hairy Woodpecker",48,TRUE,4,1
"DEWA","UNT Vancampens Brook 05",2015-06-11,"NMF","Hairy Woodpecker",47.5,FALSE,4,1
"DEWA","UNT Vancampens Brook 05",2015-06-11,"NMF","Hairy Woodpecker",49.5,FALSE,2,1
"DEWA","UNT Vancampens Brook 05",2015-06-11,"NMF","Red-bellied Woodpecker",47.75,FALSE,4,1
"DEWA","UNT Vancampens Brook 05",2015-06-11,"NMF","Red-bellied Woodpecker",49.25,FALSE,3,1
"DEWA","UNT Vancampens Brook 05",2017-06-26,"MJT","Downy Woodpecker",41.5,FALSE,3,2
"DEWA","UNT Vancampens Brook 05",2019-06-06,"BXW","Hairy Woodpecker",47.5,FALSE,3,1
"DEWA","UNT Vancampens Brook 05",2019-06-06,"BXW","Hairy Woodpecker",48.25,FALSE,3,1
"DEWA","UNT Vancampens Brook 05",2025-06-11,"NMF","Pileated Woodpecker",46.25,FALSE,3,1
"DEWA","UNT Vancampens Brook 05",2025-06-11,"NMF","Red-bellied Woodpecker",46.25,FALSE,3,1
"DEWA","UNT Vancampens Brook 05",2025-06-11,"NMF","Red-bellied Woodpecker",47.5,FALSE,3,1
"DEWA","UNT Vancampens Brook 05",2025-06-26,"SAS","Hairy Woodpecker",39.5,FALSE,3,1
"DEWA","Van Campen Creek 12",2014-06-27,"MXD","Red-bellied Woodpecker",40.25,FALSE,1,1
"DEWA","Van Campen Creek 12",2016-06-13,"SAS","Pileated Woodpecker",39,TRUE,2,1
"DEWA","Van Campen Creek 12",2016-06-23,"NMF","Downy Woodpecker",37.5,TRUE,3,1
"DEWA","Van Campen Creek 12",2018-07-01,"NMF","Downy Woodpecker",35,FALSE,2,2
"DEWA","Van Campen Creek 12",2018-07-01,"NMF","Downy Woodpecker",38,FALSE,3,1
"DEWA","Van Campen Creek 12",2022-06-29,"SAS","Downy Woodpecker",40.25,TRUE,2,1
"DEWA","Van Campen Creek 12",2022-06-29,"SAS","Pileated Woodpecker",39.75,FALSE,2,1
"DEWA","Van Campen Creek 12",2022-06-29,"SAS","Red-bellied Woodpecker",40.25,TRUE,2,1
"DEWA","Van Campen Creek 12",2024-06-13,"NMF","Downy Woodpecker",41.75,TRUE,3,1
"DEWA","Van Campen Creek 12",2024-06-13,"NMF","Hairy Woodpecker",41.75,TRUE,3,1
"DEWA","Van Campen Creek 12",2024-06-24,"SAS","Downy Woodpecker",38.75,TRUE,3,1
"DEWA","Vancampens Brook 22",2017-06-13,"KMS","Red-bellied Woodpecker",43.25,FALSE,1,1
"DEWA","Vancampens Brook 22",2017-06-25,"MJT","Downy Woodpecker",43.5,FALSE,2,1
"DEWA","Vancampens Brook 22",2019-06-15,"BXW","Pileated Woodpecker",44.5,FALSE,0,1
"DEWA","Vancampens Brook 22",2023-06-27,"NMF","Red-bellied Woodpecker",43.75,FALSE,1,1
"DEWA","Vancampens Brook 22",2025-06-26,"NMF","Red-bellied Woodpecker",38.5,FALSE,0,2
"DEWA","Vancampens Brook 43",2014-06-17,"MXD","Pileated Woodpecker",54,FALSE,0,1
"DEWA","Vancampens Brook 43",2014-06-17,"MXD","Red-bellied Woodpecker",47.75,FALSE,0,1
"DEWA","Vancampens Brook 43",2014-06-28,"CXR","Downy Woodpecker",45.25,FALSE,0,1
"DEWA","Vancampens Brook 43",2016-06-14,"SAS","Pileated Woodpecker",36.25,FALSE,0,1
"DEWA","Vancampens Brook 43",2016-06-14,"SAS","Red-bellied Woodpecker",46.75,FALSE,0,1
"DEWA","Vancampens Brook 43",2016-06-14,"SAS","Red-bellied Woodpecker",47,FALSE,0,1
"DEWA","Vancampens Brook 43",2016-06-24,"NMF","Downy Woodpecker",37.5,FALSE,0,3
"DEWA","Vancampens Brook 43",2016-06-24,"NMF","Downy Woodpecker",38,FALSE,0,1
"DEWA","Vancampens Brook 43",2016-06-24,"NMF","Downy Woodpecker",38,TRUE,0,1
"DEWA","Vancampens Brook 43",2016-06-24,"NMF","Downy Woodpecker",46.25,FALSE,4,1
"DEWA","Vancampens Brook 43",2016-06-24,"NMF","Red-bellied Woodpecker",38,FALSE,0,1
"DEWA","Vancampens Brook 43",2018-06-16,"SAS","Pileated Woodpecker",44.25,FALSE,0,1
"DEWA","Vancampens Brook 43",2018-06-16,"SAS","Pileated Woodpecker",45,FALSE,0,1
"DEWA","Vancampens Brook 43",2018-06-27,"NMF","Downy Woodpecker",38,FALSE,0,1
"DEWA","Vancampens Brook 43",2018-06-27,"NMF","Pileated Woodpecker",36,FALSE,0,2
"DEWA","Vancampens Brook 43",2022-06-14,"NMF","Downy Woodpecker",43,FALSE,0,1
"DEWA","Vancampens Brook 43",2022-06-14,"NMF","Red-bellied Woodpecker",43,FALSE,0,2
"DEWA","Vancampens Brook 43",2022-06-14,"NMF","Red-bellied Woodpecker",44.25,FALSE,0,1
"DEWA","Vancampens Brook 43",2022-07-01,"NMF","Downy Woodpecker",43,FALSE,2,1
"DEWA","Vancampens Brook 43",2024-06-15,"NMF","Downy Woodpecker",43,FALSE,0,1
"DEWA","Vancampens Brook 43",2024-06-15,"NMF","Red-bellied Woodpecker",42.25,FALSE,0,1
"DEWA","Vancampens Brook 43",2024-06-25,"SAS","Hairy Woodpecker",41.75,FALSE,0,1
"DEWA","Vancampens Brook 43",2024-06-25,"SAS","Red-bellied Woodpecker",41.75,FALSE,0,1
"DEWA","Vancampens Brook 43",2024-06-25,"SAS","Red-bellied Woodpecker",43,FALSE,0,2
"DEWA","Vancampens Brook 43",2024-06-25,"SAS","Red-bellied Woodpecker",43,TRUE,0,1
"DEWA","Vancampens Brook 76",2015-06-24,"NMF","Downy Woodpecker",47,FALSE,2,1
"DEWA","Vancampens Brook 76",2015-06-24,"NMF","Hairy Woodpecker",46.5,FALSE,2,2
"DEWA","Vancampens Brook 76",2017-06-14,"MJT","Hairy Woodpecker",33.75,FALSE,3,1
"DEWA","Vancampens Brook 76",2017-06-26,"KMS","Hairy Woodpecker",37.25,FALSE,2,1
"DEWA","Vancampens Brook 76",2017-06-26,"KMS","Pileated Woodpecker",37.25,FALSE,2,1
"DEWA","Vancampens Brook 76",2017-06-26,"KMS","Red-bellied Woodpecker",33.5,FALSE,2,1
"DEWA","Vancampens Brook 76",2019-06-06,"MJT","Hairy Woodpecker",46.5,FALSE,4,1
"DEWA","Vancampens Brook 76",2019-06-06,"MJT","Pileated Woodpecker",41.5,FALSE,4,1
"DEWA","Vancampens Brook 76",2019-06-19,"BXW","Pileated Woodpecker",43.25,FALSE,3,1
"DEWA","Vancampens Brook 76",2023-06-15,"NMF","Downy Woodpecker",38,FALSE,3,1
"DEWA","Vancampens Brook 76",2023-06-15,"NMF","Pileated Woodpecker",38.75,FALSE,3,2
"DEWA","Vancampens Brook 76",2023-06-15,"NMF","Red-bellied Woodpecker",38.75,FALSE,3,1
"DEWA","Vancampens Brook 76",2023-06-29,"MRM","Downy Woodpecker",35,FALSE,3,1
"DEWA","Vancampens Brook 76",2023-06-29,"MRM","Hairy Woodpecker",33,FALSE,3,1
"DEWA","Vancampens Brook 76",2023-06-29,"MRM","Hairy Woodpecker",35.5,FALSE,3,1
"DEWA","Vancampens Brook 76",2023-06-29,"MRM","Pileated Woodpecker",35,FALSE,3,1
"DEWA","Vancampens Brook 76",2025-06-11,"NMF","Downy Woodpecker",44.25,FALSE,3,1
"DEWA","Vancampens Brook 76",2025-06-26,"SAS","Red-bellied Woodpecker",36.75,FALSE,3,1
"DEWA","Vancampens Brook 95",2014-06-17,"CXR","Downy Woodpecker",46.25,FALSE,1,1
"DEWA","Vancampens Brook 95",2014-06-17,"CXR","Downy Woodpecker",46.5,FALSE,1,1
"DEWA","Vancampens Brook 95",2016-06-14,"NMF","Downy Woodpecker",36,FALSE,2,1
"DEWA","Vancampens Brook 95",2016-06-14,"NMF","Pileated Woodpecker",36,FALSE,0,2
"DEWA","Vancampens Brook 95",2016-06-14,"NMF","Red-bellied Woodpecker",37,FALSE,0,2
"DEWA","Vancampens Brook 95",2016-06-24,"SAS","Pileated Woodpecker",31,FALSE,1,1
"DEWA","Vancampens Brook 95",2016-06-24,"SAS","Red-bellied Woodpecker",31,FALSE,1,4
"DEWA","Vancampens Brook 95",2018-06-16,"SAS","Pileated Woodpecker",39.75,FALSE,0,1
"DEWA","Vancampens Brook 95",2022-07-01,"NMF","Downy Woodpecker",37,FALSE,1,1
"DEWA","Vancampens Brook 95",2024-06-15,"SAS","Downy Woodpecker",42.75,FALSE,1,2
"DEWA","Vancampens Brook 95",2024-06-15,"SAS","Pileated Woodpecker",35.5,FALSE,1,1
"DEWA","Vancampens Brook 95",2024-06-15,"SAS","Pileated Woodpecker",42.75,FALSE,1,1
"DEWA","Vancampens Brook 95",2024-06-15,"SAS","Red-bellied Woodpecker",36.75,FALSE,2,1
"DEWA","Vancampens Brook 95",2024-06-25,"NMF","Downy Woodpecker",35,FALSE,2,1
"DEWA","Vancampens Brook 95",2024-06-25,"NMF","Hairy Woodpecker",37,FALSE,0,1
"DEWA","White Brook 15",2015-06-22,"NMF","Pileated Woodpecker",44,TRUE,0,1
"DEWA","White Brook 15",2015-06-22,"NMF","Red-bellied Woodpecker",44,TRUE,0,1
"DEWA","White Brook 15",2015-07-02,"SAS","Downy Woodpecker",45.25,TRUE,0,1
"DEWA","White Brook 15",2015-07-02,"SAS","Downy Woodpecker",51.5,TRUE,2,1
"DEWA","White Brook 15",2017-07-02,"MJT","Downy Woodpecker",38.5,FALSE,0,1
"DEWA","White Brook 15",2017-07-02,"MJT","Downy Woodpecker",39.25,FALSE,2,1
"DEWA","White Brook 15",2017-07-02,"MJT","Downy Woodpecker",42.25,TRUE,0,1
"DEWA","White Brook 15",2017-07-02,"MJT","Downy Woodpecker",42.75,TRUE,0,1
"DEWA","White Brook 15",2017-07-02,"MJT","Hairy Woodpecker",42.75,TRUE,0,1
"DEWA","White Brook 15",2017-07-02,"MJT","Red-bellied Woodpecker",37.5,FALSE,2,1
"DEWA","White Brook 15",2017-07-02,"MJT","Red-bellied Woodpecker",38.5,TRUE,0,1
"DEWA","White Brook 15",2017-07-02,"MJT","Red-bellied Woodpecker",39.25,FALSE,2,1
"DEWA","White Brook 15",2017-07-02,"MJT","Red-bellied Woodpecker",42.75,TRUE,0,1
"DEWA","White Brook 15",2019-06-11,"MJT","Pileated Woodpecker",47.5,FALSE,2,1
"DEWA","White Brook 15",2019-06-22,"BXW","Downy Woodpecker",40.75,FALSE,0,1
"DEWA","White Brook 15",2019-06-22,"BXW","Pileated Woodpecker",40,TRUE,0,1
"DEWA","White Brook 15",2019-06-22,"BXW","Pileated Woodpecker",46.5,FALSE,2,1
"DEWA","White Brook 15",2023-06-18,"SAS","Downy Woodpecker",35.5,TRUE,2,2
"DEWA","White Brook 15",2023-06-18,"SAS","Downy Woodpecker",36.25,TRUE,2,3
"DEWA","White Brook 15",2023-06-18,"SAS","Downy Woodpecker",38,TRUE,0,1
"DEWA","White Brook 15",2023-06-18,"SAS","Hairy Woodpecker",36.75,TRUE,0,1
"DEWA","White Brook 15",2023-06-18,"SAS","Red-bellied Woodpecker",36.25,TRUE,2,1
"DEWA","White Brook 15",2023-06-18,"SAS","Red-bellied Woodpecker",38,TRUE,0,1
"DEWA","White Brook 15",2023-06-18,"SAS","Red-bellied Woodpecker",40,TRUE,0,1
"DEWA","White Brook 15",2023-06-26,"NMF","Downy Woodpecker",37.75,TRUE,0,2
"DEWA","White Brook 15",2023-06-26,"NMF","Downy Woodpecker",40,TRUE,0,2
"DEWA","White Brook 15",2023-06-26,"NMF","Red-bellied Woodpecker",36,TRUE,0,1
"DEWA","White Brook 15",2025-06-13,"SAS","Downy Woodpecker",45,TRUE,2,1
"DEWA","White Brook 15",2025-06-20,"NMF","Downy Woodpecker",45.75,TRUE,0,1
"DEWA","White Brook 15",2025-06-20,"NMF","Downy Woodpecker",46,TRUE,2,1
"DEWA","White Brook 15",2025-06-20,"NMF","Pileated Woodpecker",46,TRUE,2,2
"DEWA","White Brook 15",2025-06-20,"NMF","Red-bellied Woodpecker",46,TRUE,2,2
"DEWA","Yards Creek 07",2015-06-23,"NMF","Downy Woodpecker",56.5,FALSE,0,3
"DEWA","Yards Creek 07",2023-06-11,"NMF","Downy Woodpecker",35.75,FALSE,0,1
"DEWA","Yards Creek 07",2023-06-11,"NMF","Red-bellied Woodpecker",36.75,FALSE,0,1
"DEWA","Yards Creek 07",2023-06-11,"NMF","Red-bellied Woodpecker",45.75,FALSE,0,1
"DEWA","Yards Creek 07",2025-06-16,"NMF","Hairy Woodpecker",54.75,FALSE,0,1
"FONE","Great Meadows Run",2013-05-15,"MRM","Pileated Woodpecker",49,FALSE,1,2
"FONE","Great Meadows Run",2013-05-15,"MRM","Pileated Woodpecker",53.25,FALSE,0,2
"FONE","Great Meadows Run",2015-05-20,"BDR","Red-bellied Woodpecker",46,TRUE,0,1
"FONE","Great Meadows Run",2017-06-13,"MRM","Hairy Woodpecker",40,TRUE,0,1
"FONE","Great Meadows Run",2017-06-13,"MRM","Hairy Woodpecker",42.75,TRUE,0,1
"FONE","Great Meadows Run",2017-06-13,"MRM","Red-bellied Woodpecker",42.75,TRUE,0,1
"FONE","Great Meadows Run",2017-06-13,"MRM","Red-bellied Woodpecker",43.5,TRUE,0,1
"FONE","Great Meadows Run",2017-06-28,"MRM","Red-bellied Woodpecker",47.25,TRUE,0,1
"FONE","Great Meadows Run",2019-05-21,"MRM","Red-bellied Woodpecker",49,TRUE,1,1
"FONE","Great Meadows Run",2019-05-31,"BXW","Pileated Woodpecker",46,FALSE,0,1
"FONE","Great Meadows Run",2021-06-05,"NMF","Pileated Woodpecker",58.75,TRUE,0,1
"FONE","Great Meadows Run",2021-06-05,"NMF","Red-bellied Woodpecker",44,FALSE,0,1
"FONE","Great Meadows Run",2021-06-26,"NMF","Downy Woodpecker",36,TRUE,2,2
"FONE","Great Meadows Run",2021-06-26,"NMF","Downy Woodpecker",39,TRUE,1,1
"FONE","Great Meadows Run",2021-06-26,"NMF","Downy Woodpecker",40,TRUE,0,2
"FONE","Great Meadows Run",2021-06-26,"NMF","Pileated Woodpecker",36,TRUE,2,1
"FONE","Great Meadows Run",2021-06-26,"NMF","Red-bellied Woodpecker",36,TRUE,2,1
"FONE","Great Meadows Run",2021-06-26,"NMF","Red-bellied Woodpecker",40,TRUE,0,2
"FONE","Great Meadows Run",2022-05-25,"MRM","Pileated Woodpecker",44,TRUE,1,1
"FONE","Great Meadows Run",2022-06-14,"MRM","Pileated Woodpecker",46,TRUE,0,1
"FONE","Great Meadows Run",2022-06-14,"MRM","Pileated Woodpecker",47.75,TRUE,0,1
"FONE","Great Meadows Run",2023-05-23,"MRM","Downy Woodpecker",42,FALSE,1,1
"FONE","Great Meadows Run",2023-06-04,"NMF","Pileated Woodpecker",42.75,FALSE,1,2
"FONE","Great Meadows Run",2023-06-04,"NMF","Pileated Woodpecker",43.75,FALSE,1,2
"FONE","Great Meadows Run",2023-06-04,"NMF","Red-bellied Woodpecker",42.75,FALSE,1,1
"FONE","Great Meadows Run",2024-06-04,"NMF","Downy Woodpecker",55,TRUE,0,1
"FONE","Great Meadows Run",2024-06-04,"NMF","Red-bellied Woodpecker",43.5,TRUE,0,1
"FONE","Great Meadows Run",2024-06-20,"MRM","Hairy Woodpecker",37.75,FALSE,0,1
"FONE","Great Meadows Run",2024-06-20,"MRM","Red-bellied Woodpecker",56.5,TRUE,0,1
"FONE","Great Meadows Run",2025-06-03,"NMF","Downy Woodpecker",56,TRUE,0,1
"FONE","Great Meadows Run",2025-06-03,"NMF","Pileated Woodpecker",41.5,TRUE,0,1
"FONE","Great Meadows Run",2025-06-13,"MRM","Downy Woodpecker",46.25,TRUE,0,1
"FONE","Great Meadows Run",2025-06-13,"MRM","Hairy Woodpecker",46.5,FALSE,0,1
"FONE","Great Meadows Run",2025-06-13,"MRM","Hairy Woodpecker",56,TRUE,0,1
"FONE","Great Meadows Run",2025-06-13,"MRM","Pileated Woodpecker",36,TRUE,1,1
"FONE","Great Meadows Run",2025-06-13,"MRM","Pileated Woodpecker",36.5,TRUE,1,1
"FONE","UNT to Great Meadows Run",2011-06-02,"BDR","Red-bellied Woodpecker",49,FALSE,0,2
"FONE","UNT to Great Meadows Run",2011-06-17,"MRM","Pileated Woodpecker",49,FALSE,0,2
"FONE","UNT to Great Meadows Run",2011-06-17,"MRM","Red-bellied Woodpecker",49,FALSE,0,4
"FONE","UNT to Great Meadows Run",2012-06-05,"BDR","Red-bellied Woodpecker",49,FALSE,0,2
"FONE","UNT to Great Meadows Run",2012-06-22,"MRM","Downy Woodpecker",49,FALSE,0,1
"FONE","UNT to Great Meadows Run",2012-06-22,"MRM","Pileated Woodpecker",49,FALSE,0,1
"FONE","UNT to Great Meadows Run",2012-06-22,"MRM","Red-bellied Woodpecker",49,FALSE,0,3
"FONE","UNT to Great Meadows Run",2013-06-15,"MRM","Downy Woodpecker",49,FALSE,0,1
"FONE","UNT to Great Meadows Run",2013-06-15,"MRM","Pileated Woodpecker",49,FALSE,0,1
"FONE","UNT to Great Meadows Run",2013-06-15,"MRM","Red-bellied Woodpecker",49,FALSE,0,1
"FONE","UNT to Great Meadows Run",2013-06-20,"BDR","Hairy Woodpecker",49,FALSE,0,1
"FONE","UNT to Great Meadows Run",2013-06-20,"BDR","Pileated Woodpecker",49,FALSE,0,3
"FONE","UNT to Great Meadows Run",2013-06-20,"BDR","Red-bellied Woodpecker",49,FALSE,0,3
"FONE","UNT to Great Meadows Run",2015-05-20,"BDR","Downy Woodpecker",37.25,FALSE,0,1
"FONE","UNT to Great Meadows Run",2015-06-17,"MRM","Downy Woodpecker",35.75,FALSE,0,1
"FONE","UNT to Great Meadows Run",2015-06-17,"MRM","Downy Woodpecker",36.5,FALSE,0,1
"FONE","UNT to Great Meadows Run",2015-06-17,"MRM","Hairy Woodpecker",47.5,TRUE,0,1
"FONE","UNT to Great Meadows Run",2015-06-17,"MRM","Pileated Woodpecker",35.75,FALSE,0,1
"FONE","UNT to Great Meadows Run",2015-06-17,"MRM","Pileated Woodpecker",40.25,FALSE,0,1
"FONE","UNT to Great Meadows Run",2015-06-17,"MRM","Pileated Woodpecker",47.5,TRUE,0,1
"FONE","UNT to Great Meadows Run",2015-06-17,"MRM","Red-bellied Woodpecker",35.75,FALSE,0,1
"FONE","UNT to Great Meadows Run",2015-06-17,"MRM","Red-bellied Woodpecker",36.5,FALSE,0,1
"FONE","UNT to Great Meadows Run",2015-06-17,"MRM","Red-bellied Woodpecker",37.5,FALSE,0,1
"FONE","UNT to Great Meadows Run",2015-06-17,"MRM","Red-bellied Woodpecker",43,TRUE,0,1
