"National_Park","Site_Name","Year","Ambient_Noise","Road_Noise","Common_Name","Hemlock_Condition_Score","Latitude","Longitude"
"DEWA","Hornbecks Creek 15",2023,39.25,FALSE,"Downy Woodpecker",3,41.192493,-74.897827
"DEWA","Hornbecks Creek 15",2025,38.5,FALSE,"Pileated Woodpecker",3,41.192493,-74.897827
"DEWA","Hornbecks Creek 15",2025,38.5,FALSE,"Pileated Woodpecker",3,41.192493,-74.897827
"DEWA","Hornbecks Creek 15",2025,37.5,FALSE,"Pileated Woodpecker",3,41.192493,-74.897827
"DEWA","Hornbecks Creek 15",2025,37.5,FALSE,"Hairy Woodpecker",3,41.192493,-74.897827
"DEWA","Hornbecks Creek 15",2025,40.5,FALSE,"Red-bellied Woodpecker",3,41.19387,-74.899981
"DEWA","Hornbecks Creek 15",2023,39,FALSE,"Pileated Woodpecker",3,41.19456,-74.901838
"DEWA","Hornbecks Creek 15",2025,52.75,FALSE,"Downy Woodpecker",3,41.19456,-74.901838
"DEWA","Hornbecks Creek 15",2025,53,FALSE,"Pileated Woodpecker",3,41.19456,-74.901838
"DEWA","Hornbecks Creek 15",2025,40.5,FALSE,"Downy Woodpecker",3,41.19456,-74.901838
"DEWA","Mill Creek 12 (DEWA)",2023,40.5,FALSE,"Pileated Woodpecker",4,41.159581,-74.922129
"DEWA","Mill Creek 12 (DEWA)",2025,46.5,FALSE,"Downy Woodpecker",3,41.159581,-74.922129
"DEWA","Mill Creek 12 (DEWA)",2025,46.5,FALSE,"Pileated Woodpecker",3,41.159581,-74.922129
"DEWA","Mill Creek 12 (DEWA)",2017,59.25,FALSE,"Pileated Woodpecker",3,41.158985,-74.924195
"DEWA","Mill Creek 12 (DEWA)",2017,38.25,FALSE,"Pileated Woodpecker",3,41.160367,-74.926171
"DEWA","Mill Creek 12 (DEWA)",2017,41.25,FALSE,"Pileated Woodpecker",2,41.160367,-74.926171
"DEWA","Mill Creek 12 (DEWA)",2023,35,FALSE,"Red-bellied Woodpecker",3,41.160367,-74.926171
"DEWA","Vancampens Brook 76",2019,46.5,FALSE,"Hairy Woodpecker",4,41.089462,-74.943158
"DEWA","Vancampens Brook 76",2023,38,FALSE,"Downy Woodpecker",3,41.089462,-74.943158
"DEWA","Vancampens Brook 76",2023,35.5,FALSE,"Hairy Woodpecker",3,41.089462,-74.943158
"DEWA","Vancampens Brook 76",2015,47,FALSE,"Downy Woodpecker",2,41.090422,-74.941028
"DEWA","Vancampens Brook 76",2015,46.5,FALSE,"Hairy Woodpecker",2,41.090422,-74.941028
"DEWA","Vancampens Brook 76",2015,46.5,FALSE,"Hairy Woodpecker",2,41.090422,-74.941028
"DEWA","Vancampens Brook 76",2017,37.25,FALSE,"Hairy Woodpecker",2,41.090422,-74.941028
"DEWA","Vancampens Brook 76",2017,37.25,FALSE,"Pileated Woodpecker",2,41.090422,-74.941028
"DEWA","Vancampens Brook 76",2019,43.25,FALSE,"Pileated Woodpecker",3,41.090422,-74.941028
"DEWA","Vancampens Brook 76",2023,35,FALSE,"Pileated Woodpecker",3,41.090422,-74.941028
"DEWA","Vancampens Brook 76",2023,35,FALSE,"Downy Woodpecker",3,41.090422,-74.941028
"DEWA","Vancampens Brook 76",2025,44.25,FALSE,"Downy Woodpecker",3,41.090422,-74.941028
"DEWA","Vancampens Brook 76",2025,36.75,FALSE,"Red-bellied Woodpecker",3,41.090422,-74.941028
"DEWA","Vancampens Brook 76",2017,33.75,FALSE,"Hairy Woodpecker",3,41.091462,-74.939078
"DEWA","Vancampens Brook 76",2017,33.5,FALSE,"Red-bellied Woodpecker",2,41.091462,-74.939078
"DEWA","Vancampens Brook 76",2019,41.5,FALSE,"Pileated Woodpecker",4,41.091462,-74.939078
"DEWA","Vancampens Brook 76",2023,38.75,FALSE,"Red-bellied Woodpecker",3,41.091462,-74.939078
"DEWA","Vancampens Brook 76",2023,38.75,FALSE,"Pileated Woodpecker",3,41.091462,-74.939078
"DEWA","Vancampens Brook 76",2023,38.75,FALSE,"Pileated Woodpecker",3,41.091462,-74.939078
"DEWA","Vancampens Brook 76",2023,33,FALSE,"Hairy Woodpecker",3,41.091462,-74.939078
"DEWA","Adams Creek 21",2025,49,FALSE,"Downy Woodpecker",3,41.251692,-74.881968
"DEWA","Adams Creek 21",2019,44.5,FALSE,"Hairy Woodpecker",4,41.253534,-74.882931
"DEWA","Adams Creek 21",2023,40.75,FALSE,"Downy Woodpecker",3,41.253534,-74.882931
"DEWA","Adams Creek 21",2023,39.25,FALSE,"Downy Woodpecker",3,41.253534,-74.882931
"DEWA","Adams Creek 21",2025,38.5,FALSE,"Red-bellied Woodpecker",3,41.253534,-74.882931
"DEWA","Adams Creek 21",2015,58.5,FALSE,"Pileated Woodpecker",3,41.254812,-74.884148
